Title,Company Name,Location,Salary,Rating,Descriptions
GL Analyst,Bright Prospect,Kuala Lumpur,"RM 2,800 - RM 5,600 a month",,"Bachelor's Degree in Accounting, or related field. Minimum of 1-3 years of experience in General Ledger operations. Update Exchange Rate in SAP."
Finance Analyst - 6 Months,Bright Prospect,Bangsar South,"RM 4,500 - RM 6,000 a month",,"Maintain inter-co data in SAP, including delivery cost and mark-up, and resolve price discrepancies related to inter-co Invoices."
Program Controls Specialist II,Honeywell,Kuala Lumpur,,3.7,"Experience in financial data compilation, analysis and metrics management. PCO ensures data integrity by enforcing compliance to project management methodology,…"
"Associate Manager, Treasury & Working Capital",ZALORA SEA,Kuala Lumpur,,,Ability to do model future cash flows along with the business inputs and be comfortable working with large data sets. Regional Cash and Liquidity Management.
Product Manager,SOCAR Mobility Asia,Kuala Lumpur,,4.0,"As our Product Manager, you will have the opportunity to transform the way hundreds of thousands of user experience the SOCAR car-sharing platform, have a major…"
P2P System Analyst (Thai Speaker),Pasona Malaysia,Kuala Lumpur,"RM 4,000 - RM 5,000 a month",,"Job Description - Perform required transactions in SAP on a timely basis at high quality, including customer/vendor creation, all payments including PR, PO,…"
Service Desk Analyst (Mandarin Speaker),Michael Page,,,,"Capturing required user data and validating permissions to initiate the service process. As an IT Support Analyst, you will need to provide competent Level 1…"
PySpark Developer,Cognizant Technology Solutions Asia Pacific Pte....,Kuala Lumpur,,3.9,"At least 5 years of experience in a several data processing roles such as database developer/administrator, ETL developer, data analyst, BI analytics developer,…"
Financial Analyst,Michael Page,Kuala Lumpur,"RM 5,000 - RM 7,000 a month",,Reconciling financial data against operational data. At least 2 years of relevant experience in analysing financial data and full sets of account.
"Senior Executive, Sales Operations",edotco Group,Kuala Lumpur,,,"Managing and maintaining sales data in Microsoft Dynamic CRM. Administering, managing and reporting on pipeline forecast forecasting and analysts."
Head of Social Media Strategy,Digitas,Kuala Lumpur,,,"Must possess innovation, technology and data expertise, and apply this to resolving client problems. The Role: The Director of Social Content & Commerce is…"
ETL Developer,SMS Outsourcing Services Sdn Bhd,Kuala Lumpur,"RM 13,000 - RM 15,999 a year",,"Work closely with IT and Business Analysts to understand business requirements, providing expert knowledge and solutions on system and ETL, ensuring delivery of…"
"Senior Analyst, E2E Monitoring & Analytics",Prudential,Kuala Lumpur,,3.9,Gather required reference or supporting data sets to enrich the identified security related data sets. Transform and develop the security metrics processed data…
"Assoc Spclst, MI Rprtg & Tstg",RHB Banking Group,Kuala Lumpur,,3.9,Report re-works against each analyst with QC and L2 teams. Monitor and track the relevant data / statistics to the team manager.
Business Analyst,SCIKEY,Kuala Lumpur,,,"Work alongside team members and stakeholders in requirement gathering, analyzing data, planning and execution of UAT. Minimum experience 3-5 years."
Lead Business Analyst – ICS Control Testing,Standard Chartered,Kuala Lumpur,,4.1,"Leverage analytics and insights to enable data monetisation. Steer the Bank using trust, innovation and data; supply real time information for actionable…"
Business Analyst (Senior Executive) #MEO,Agensi Pekerjaan Recruit Express Sdn Bhd,Kuala Lumpur,"RM 8,000 - RM 9,999 a month",4.2,Execute sales incentive plan (SIP) computation and presentation o Provide timely and accurate reporting analysis o Root cause analysis and uncovering core…
MYS CTSM PP - Transaction Capture Senior Analyst,Citi,Kuala Lumpur,,3.9,Interpret data and make recommendations for the launch of new products/ services and upgraded platforms. Resolve complex problems utilizing data analysis tools…
"FP&A Sr. Analyst, Trading Countries",Ingredion,Kuala Lumpur,,,"Develops work plans, identifies data needs and successfully interprets analytic insights. Knowledge of data visualization tools such as PowerBI and Tableau will…"
Strategy Analyst,Six Degree Consulting,Kuala Lumpur,"RM 10,000 a month",,"The strategy analyst supports and drives critical business insights by gathering, reviewing, and testing data, applying a number of measures to provide…"
Assistant Manager - Automation & Analytics,British American Tobacco,Kuala Lumpur,,4.4,"Develop their analyst to help them build their engagement skills, knowledge about BAT, ability to interact with senior stakeholders and improve their…"
Analyst - Credit Control,Marsh McLennan,Kuala Lumpur,,3.7,Ability to systematically manage and retrieve data. The Analyst is part of the Asia Operations Credit Control team that is responsible to work closely with…
