Title,Company Name,Location,Salary,Rating,Descriptions
"Assistant Manager, Corporate Affairs & Communication",UOA DEVELOPMENT BHD,Kuala Lumpur,"RM 5,000 - RM 5,999 a month",,"Meeting with analysts, fund managers and shareholders. Responsibilities: • Assist in preparation of Board Papers, quarter & annual presentation / reports for…"
Business Analyst,Kenanga Investment Bank Berhad,Kuala Lumpur,"RM 13,000 - RM 15,999 a month",4.1,You make sure that your user requirement and functional specifications are on the right level of detail for our development teams to get started right away with…
Senior Analyst,Standard Chartered,Kuala Lumpur,,4.1,"Manage and/or resolve alerts/cases: Follow the Screening DOI to process risk events in line with the Assess, Analyse, Act (AAA) process."
Accounts Payable Analyst,ResMed,Kuala Lumpur,,,"We strive to generate value through providing specialist advice and making recommendations to optimize decision making, delivering transparent processes and…"
Business Analyst,Bitlab Digital,,"RM 3,500 - RM 7,500 a month",,"Serve as the main point of contact for internal teams and clients. Own the project plan with schedule, communications, risk, and deliverables."
Business Analyst,Bitlab Digital,,"RM 3,500 - RM 7,500 a month",,"Serve as the main point of contact for internal teams and clients. Own the project plan with schedule, communications, risk, and deliverables."
Customer Support Analyst (KL Sentral),Accenture,Kuala Lumpur,,4.0,"The support specialist will help review appeals for application and developer account management, consult with different teams and provide responses to…"
Verification Officer (Background Check),Language Talent Solutions Sdn Bhd,,"RM 3,500 a month",,"To conduct the verification of employment history, education qualifications and professional memberships in accordance with client guideline processes,…"
Business Analyst,Ascentis Sdn Bhd (KL/Selangor),Kuala Lumpur,,,"Gather and translate details business requirement into functional specifications document. Work closely with customers to understand, analyse, model and…"
Media Analyst (Tamil Proficiency),Meltwater,Kuala Lumpur,,,Meltwater’s Delivery Services team is responsible for curating bespoke reports and managing key projects of our biggest clients.
Customer Experience Analyst,DS SSC MALAYSIA SDN BHD (FOODPANDA MALAYSIA),Kuala Lumpur,"RM 6,000 - RM 7,999 a month",,"CX Data Analyst (Rider Services) As a Customer Experience (CX) Data Analyst, you will collate information, design reports, and analyse data utilizing business…"
IT Analyst,TATA CONSULTANCY SERVICES MALAYSIA S/B.,Kuala Lumpur,"RM 6,000 - RM 7,999 a month",,Minimum 6 years of working experience in a strategic or operations planning/consulting role in the Retail/Commercial Banking Industry.
Quality Assurance,TikTok,Kuala Lumpur,,,"You will be designing training schedule, coordinate and liaise with key stakeholders including BPO to ensure that all labellers successfully go-live within the…"
Senior Accountant Analyst,TMF Group,Kuala Lumpur,,3.5,"This Accounting Team will manage a complex portfolio of clients and will constantly develop working relationships with existing clients, prospects and external…"
Business Analyst,Skill quotient,,"RM 3,000 - RM 8,000 a month",,3-8 years working experience in IT industry with good management skills is a Plus. Industry knowledge and working experience including some knowledge of the oil…
SEA IT Analyst,Deloitte,Kuala Lumpur,,4.0,"In addition, the analyst also participates in IT planning & implementation. The analyst is also responsible for account and asset management, PC hardware and…"
KYC Analyst,Amex,,,4.1,"Ensure strict adherence to our Terms & Conditions, policies & procedures in relation to resolving customer maintenance requests to ensure customer information…"
Consulting Analyst - MY,Deloitte,Kuala Lumpur,,4.0,"In addition, you will contribute directly to the development of proposals, presentations and publications. Strong academic performance in your bachelor, master…"
Merchant On Boarding Analyst,Amex,,,4.1,Responsible for providing timely completion of merchant application. Ensure quality standards are met in line with Compliance and Risk requirments.
IT Technical Analyst,Lifework Staffing Services,Bangsar,"RM 2,900 - RM 3,900 a month",,Provide IT technical support for all IT related issues. Conduct simple user training and on-going user support. Experience in networking skills is preferred.
Business Analyst,Petroliam Nasional Berhad (Petronas),,"RM 3,500 - RM 10,300 a month",,Support and align efforts to meet customer and business needs. Lead or participate in multiple projects by completing and updating project documentation;…
"Analyst, Account Receivable",BASF,Kuala Lumpur,,4.1,Provide Accounts Receivable (AR) transaction processing support to deliver AR services to BSSCKL customers’ in accordance with established processes and work…
Market Research Analyst,Blackarm,Kuala Lumpur,,,"The Market Research Analyst is responsible for research and analysis on market trends, consumer research, competitors, products, technology and other aspects."
Claims Analyst,Zurich Insurance,Kuala Lumpur,,3.6,"With moderate direction, handles single and multi-party personal or commercial line claims of low to moderate exposure and complexity within specific limits of…"
Research Analyst,Food Market Hub,,"RM 4,000 a month",,You will lead research to support market entry strategy and continuously assess the changing market landscape. Temporarily due to COVID-19.
Data Analyst,Parkson Credit Sdn Bhd,Kuala Lumpur,"RM 2,500 - RM 3,500 a month",3.3,"*1 to 2 years of data analyst experience is required*. To assist Section Head/ Manager to analyst data related to customer profiling, market trend, competitors'…"
Investment Analyst Internship,Fundnel Pte Ltd,Kuala Lumpur,,,"Investment analyst working on deal sourcing and analysis for Southeast Asia, based in Singapore. You will work with a diverse team of former investment bankers,…"
"Analyst - Case Investigations, CFCC",Standard Chartered,Kuala Lumpur,,4.1,Support the implementation of the FCC Strategy by escalating appropriate FCC and AML issues and executing activities in line with Guidance documents.
Data Analyst,GK International Consulting Sdn Bhd,Kuala Lumpur,"RM 3,500 - RM 3,999 a month",,"Provide data support for the needs of the company's operational decision-making, marketing department, sales department, partners, etc."
Planning & Reporting Analyst,Nestlé,Kuala Lumpur,,4.2,"Act. Rate: Full-Time Act. Type of contract: Permanent contract. Reporting directly to the Head of Planning & Reporting, your main responsibility be to…"
Collections Analyst,Techsap ASP Sdn Bhd,,"RM 3,900 a month",,"The Collections Analyst is responsible for overdue debt management and legal recovery, managing and applying the appropriate group credit standards, policies…"
INSIGHTS ANALYST (MEDIA COVERAGE AND SOCIAL MEDIA),News & Ads Monitoring Agency Sdn. Bhd.,Kuala Lumpur,"RM 2,000 - RM 2,499 a month",,"The Insights Analyst with the Media Analysis department gathers and analyses various media coverage data, and translates that into meaningful insights and…"
Internship for Messaging & Routing Analyst,Elfo Sdn Bhd,,RM 800 a month,,"MYR 800 + Free Daily Lunch Meals. During your time here, you will learn about how messaging and Rich Communication Services (RCS) impact business on increasing…"
"Analyst, Accounting Operations (Start on Jan/Feb 2022)",Marsh,Kuala Lumpur,,3.7,Interact diverse colleagues and stakeholders from various line of business within MMC. Assist in day to day accounting functions and processes as well as…
Business Analyst,OS HRS SDN BHD,Kuala Lumpur,,2.8,Fresh graduate or 1 year working experience as business analyst with strong analytical skills. Responsible in the project implementation and support of business…
Business Analyst,OS HRS SDN BHD,Kuala Lumpur,,2.8,Fresh graduate or 1 year working experience as business analyst with strong analytical skills. Responsible in the project implementation and support of business…
MYS CTSM KL - Compliance AML KYC Analyst,Citi,Kuala Lumpur,,3.9,"The KYC Operations Analyst 1 is an entry-level position responsible for participating in Anti-Money Laundering (AML) monitoring, governance, oversight and…"
Customer Service / Medical Claims Analyst,SynergyHR Sdn Bhd,Kuala Lumpur,"RM 3,000 - RM 3,500 a month",,Manage customer instructions through the development of high-quality interpersonal skills. Adjudicate medical/dental and vision claims in accordance with policy…
GIS Analyst,Jacobs,Kuala Lumpur,,3.9,"The GIS analyst,should have a Bachelor’s or Master’s degree in a study such as geography, computer science, surveying and engineering,."
Senior Quality Assurance Analyst,Okex Technology Sdn Bhd,,"RM 5,000 - RM 7,500 a month",,*Perform daily audit on internal system.*. *Provide analysis of errors and feedback to respective team.*. *Provide support on Policy/Quality related questions…
Research Analyst,EMIR Research,Kuala Lumpur,,,"An expert in data driven analysis, well-versed in analytics and data science. Possess an interest in policy research and the multi-faceted causes and potential…"
ROCSOC & POS Enablement Analyst,Amex,,,4.1,Delivering excellent Back-Office interactions with Merchants in the Asia Pacific region to facilitate their Point-of-Sale Set-Up and Servicing needs including…
"Analyst, Investment & Corporate Finance",Shapadu Group of Companies,Kuala Lumpur,"RM 2,500 - RM 3,500 a month",3.0,The ideal candidate will be assisting the team in all aspects related to investment and corporate finance role which include perform research and analysis on…
Technical Analyst,DHL,Kuala Lumpur,,3.7,Serving as the first point of contact for customers seeking technical assistance on network related issue. Escalation point of contact from Helpdesk.
"Executive, AML Analyst (6 Months Contract)",Hong Leong Bank,Kuala Lumpur,,3.6,This is a 6 Months Contract position in Group Technology & Operations and to work in a team to support the centralized function for the branch network within…
Customer Experience Analyst,Mediaocean,,,,"The CX Analyst provides application support for agencies by identifying, researching, troubleshooting, and resolving application questions and issues in regards…"
2022 Asia Analyst Development Program - Summer Analyst - Mal...,"JPMorgan Chase Bank, N.A.",Kuala Lumpur,,,"You'll work with a variety of professionals to drive growth, make sure operations are effective and manage risk while maintaining the highest standards."
Data Modeler/Data Analyst,Virtual Calibre MSC Sdn Bhd,,"RM 12,000 a month",,"Employ tools and techniques used to understand and analyze how the company should collect update, store and exchange data. Job Types: Full-time, Contract."
Service Desk Analyst,Virtual Calibre MSC Sdn Bhd,Kuala Lumpur,"RM 3,000 a month",,Take ownership of the incidents or service request by monitoring the status to ensure resolution in accordance with service level agreement.
Credit & Collections Analyst 2-Fin,Oracle,Kuala Lumpur,,3.8,"To bill customer timely and accurately, contact with customer to ensure acceptance. To collect accounts receivables and cash on open invoices for allocated…"
