Title,Company Name,Location,Salary,Rating,Descriptions
Data Science Consultant,Accenture,Kuala Lumpur,,4.0,Experience in handling real data. The candidate should be able to seamlessly work with Client teams in positioning data science/analytical capabilities and with…
"Manager/ Senior Manager - Data Engineer, Data & Analytics",EY,Kuala Lumpur,,4.0,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business…"
"Senior Manager, Data Engineering",AirAsia,Kuala Lumpur,,4.2,Familiar with data extraction and transformation from a wide variety of data sources and formats. You also work with stakeholders to identify opportunities for…
FP & A Senior Accountant,Worley,Kuala Lumpur,,3.9,Worley takes your personal data protection seriously and respects EU and local data protection laws. Prepare Budget/Forecast data and make comparison with…
Dev QA,Streamline Studios,Kuala Lumpur,,3.5,"As part of the team, you will have a chance to work alongside all manners of our production team from Design, Art, Programming and all the way to Sound and…"
Fraud Ops Manager,Citi,Kuala Lumpur,,3.9,"Deep understanding and project experience of data management such as data pipeline, data structure and data quality governance; Mandarin/Spanish is a plus."
Content Marketing Manager,Supahands,Kuala Lumpur,,3.5,"Experience marketing or selling to technical personas (developers, data scientists etc.). Run experimental content-related campaigns, analyze their performance…"
Data Engineer,Career Channel,Kuala Lumpur,,,"Develop and improve on data models and data structures with data analyst / data scientist to create more accurate, effective, and efficient analysis."
"Trust, Identity and Safety Manager",SOCAR Mobility Asia,Kuala Lumpur,,4.0,"Work closely with product managers, designers, data scientists, engineers and analytical team to build and improve fraud detection and prevention technologies…"
Principal Platform Engineer,bp,Kuala Lumpur,,3.8,"Engineers, technologists, scientists and entrepreneurs‎. Experience in ServiceNow ITSM, ITBM, SAMPro, IRM, Sec Ops, custom application and service portal…"
Product Manager,Supahands,Kuala Lumpur,,3.5,"You will work within the Tech team alongside Product Designers, Engineers and Data Scientists. Product Managers at Supahands also interact daily with other…"
Salesforce Developer,Worley,Kuala Lumpur,,3.9,Worley takes your personal data protection seriously and respects EU and local data protection laws. You are expected to understand the business use cases and…
"Manager, Data Analytics and Management",Robert Walters,Kuala Lumpur,,,"Spearheads collection of internal and external data, monitor and manage data sources to ensure data quality/accuracy and collaborates with IT team to enhance…"
Data Manager,Robert Walters,Kuala Lumpur,,,"Developing data strategies and road maps, and driving execution of the data team’s vision. To succeed in this Data Manager role, you will need to be a driven…"
Senior BI Developer,Quacquarelli Symonds,Kuala Lumpur,,,"NET or Talend, including but not limited to utilising APIs to extract data from data sources. Investigate, design and develop ETLs for new data sources as the…"
Media Planner| Campaign Manager,dunnhumby,Kuala Lumpur,,,Closing media projects with evaluation analysis from data extracted either independently through our Shop platform or through working with data scientists.
"Senior Manager/ Manager, Technology (Data Engineer)",AIA,Kuala Lumpur,,,"Support data flow and ETL processes from end to end for projects and initiatives including troubleshooting of data issues, integrity checks, data model design,…"
Senior Software Engineer,Supahands,Kuala Lumpur,,3.5,"Design, develop, test, deploy, maintain and improve software in tandem with the engineering team. Manage individual project priorities, deadlines and…"
Senior Fraud Analyst,foodpanda Malaysia,Kuala Lumpur,,3.8,"3+ years of experience in a data-focused role such as product analytics, business analytics, business operations, or data science. 3+ years of SQL experience."
CX Tech Engineer,eTeam APAC,Kuala Lumpur,,,"Experience in design and development of data analytic tools for predictive analysis and monitoring, experience on AWS various services is a plus."
Senior Data Engineer,EPS Malaysia,Kuala Lumpur,,,Masters’ Degree or Ph.D. in data scientist related area. Bachelor’s degree with strong experience in data related area are welcome.
PowerBI Developer,EPS Malaysia,Kuala Lumpur,,,Background in data warehouse design and data mining. Identify and analyze patterns and trends within data sets. Healthcare industry experience is preferred.
Full stack engineer/ architect,Reeracoen Malaysia,Bangsar,"RM 3,000 - RM 5,000 a month",,Collaborate with data scientists and big data teams to build an analytic product that running on big data technologies and embed with Machine Learning algorithm…
CX Tech Engineer - Data Science,Tentacle Technology,Bukit Jalil,,,"Experience in design and development of data analytic tools for predictive analysis and monitoring, experience on AWS various services is a plus."
Senior Salesforce Developer,Worley,Kuala Lumpur,,3.9,"Worley takes your personal data protection seriously and respects EU and local data protection laws. In this development heavy role, you will be working closely…"
Senior Oracle Business Analyst,Worley,Kuala Lumpur,,3.9,"Experienced in EBS Module Integration, data flows and best practice Oracle Exceptions Management process – Integration with HCM and Expense cloud."
Senior Software Engineer (Python & DevOps),Orsted,Kuala Lumpur,,,Developing and continuously improving shared Python libraries and other tooling to support data engineers and data scientists.
"BI Developer, Predictive & Forecast Development",Sheffield Executive,Kuala Lumpur,,,You will be responsible on data engineering transformation to provide valuable data structure on front end level for prediction.
Senior Software Engineer (Python & DevOps),ORSTED SERVICES MALAYSIA SDN BHD,Kuala Lumpur,,,You’ll play an important role in: developing and continuously improving shared Python libraries and other tooling to support data engineers and data scientists…
Senior Digital Marketing Analyst,CareerMaster Sdn Bhd,Kuala Lumpur,"RM 3,500 - RM 7,000 a month",4.5,Responsible in identifying the business challenges of client and create the marketing strategy and action plan based on the insightful information provided by…
Full Stack Software Engineer or Architect,CareerMaster Sdn Bhd,Kuala Lumpur,"RM 3,000 - RM 7,000 a month",4.5,Collaborate with data scientists and big data teams to build an analytic product that running on big data technologies and embed with Machine Learning algorithm…
Senior Platform Engineer,iPrice group,Bangsar South,,,"Empower our data teams (data engineering, data scientists, analysts) to follow software engineering best practices. A love of the Command Line Interface."
Senior Software Engineer,Supahands,Kuala Lumpur,,3.5,"Design, develop, test, deploy, maintain and improve software in tandem with the engineering team. Manage individual project priorities, deadlines and…"
Senior Fraud Analyst,foodpanda Malaysia,Kuala Lumpur,,3.8,"3+ years of experience in a data-focused role such as product analytics, business analytics, business operations, or data science. 3+ years of SQL experience."
CX Tech Engineer,eTeam APAC,Kuala Lumpur,,,"Experience in design and development of data analytic tools for predictive analysis and monitoring, experience on AWS various services is a plus."
Senior Data Engineer,EPS Malaysia,Kuala Lumpur,,,Masters’ Degree or Ph.D. in data scientist related area. Bachelor’s degree with strong experience in data related area are welcome.
PowerBI Developer,EPS Malaysia,Kuala Lumpur,,,Background in data warehouse design and data mining. Identify and analyze patterns and trends within data sets. Healthcare industry experience is preferred.
Full stack engineer/ architect,Reeracoen Malaysia,Bangsar,"RM 3,000 - RM 5,000 a month",,Collaborate with data scientists and big data teams to build an analytic product that running on big data technologies and embed with Machine Learning algorithm…
CX Tech Engineer - Data Science,Tentacle Technology,Bukit Jalil,,,"Experience in design and development of data analytic tools for predictive analysis and monitoring, experience on AWS various services is a plus."
Senior Salesforce Developer,Worley,Kuala Lumpur,,3.9,"Worley takes your personal data protection seriously and respects EU and local data protection laws. In this development heavy role, you will be working closely…"
Senior Oracle Business Analyst,Worley,Kuala Lumpur,,3.9,"Experienced in EBS Module Integration, data flows and best practice Oracle Exceptions Management process – Integration with HCM and Expense cloud."
Senior Software Engineer (Python & DevOps),Orsted,Kuala Lumpur,,,Developing and continuously improving shared Python libraries and other tooling to support data engineers and data scientists.
"BI Developer, Predictive & Forecast Development",Sheffield Executive,Kuala Lumpur,,,You will be responsible on data engineering transformation to provide valuable data structure on front end level for prediction.
Senior Software Engineer (Python & DevOps),ORSTED SERVICES MALAYSIA SDN BHD,Kuala Lumpur,,,You’ll play an important role in: developing and continuously improving shared Python libraries and other tooling to support data engineers and data scientists…
Senior Digital Marketing Analyst,CareerMaster Sdn Bhd,Kuala Lumpur,"RM 3,500 - RM 7,000 a month",4.5,Responsible in identifying the business challenges of client and create the marketing strategy and action plan based on the insightful information provided by…
Full Stack Software Engineer or Architect,CareerMaster Sdn Bhd,Kuala Lumpur,"RM 3,000 - RM 7,000 a month",4.5,Collaborate with data scientists and big data teams to build an analytic product that running on big data technologies and embed with Machine Learning algorithm…
Senior Platform Engineer,iPrice group,Bangsar South,,,"Empower our data teams (data engineering, data scientists, analysts) to follow software engineering best practices. A love of the Command Line Interface."
