Title,Company Name,Location,Salary,Rating,Descriptions
ETL Developer: Informatica,Edwards Lifesciences,Kuala Lumpur,,,"Expertise in data integration (ETL), master/reference data management, and meta-data management tools (Informatica IICS)."
"Senior Associate - Data Engineer, Data & Analytics",EY,Kuala Lumpur,,4.0,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business…"
Business Functional Analayst(ETL),AMK Solutions Pvt Ltd,Kuala Lumpur,"RM 10,000 a month",,"Understand & Interpret upstream and downstream data flow, do data profiling, data mapping and Check. Work on impact analysis to reference data (domain/dimension…"
KYC Analyst,Osome,Kuala Lumpur,"RM 30,000 - RM 48,000 a year",,"Risk conscious with emphasis on sensitive data sharing. Responsible for timely reply on client queries, facilitating exceptional handling on risk-based approach…"
Data Architect,Maxis,Kuala Lumpur,,4.0,"10 years experience in data architecture, data modelling, data security and data design principles. Developing data strategies on data storing, consumption,…"
Senior Reporting Accountant / Financial Analyst,Ambition,Kuala Lumpur,"RM 7,500 - RM 9,500 a month",,They are currently looking for multiple roles of Senior Accountant / Finance Analyst. Prepare and consolidate (when necessary) month-end & year end financial…
BI Product Engineer (ETL Developer),BAE Systems Applied Intelligence,Kuala Lumpur,,3.6,"Models data requirements, data sources and data flows to bring order and structure to programmes of work. Undertakes data analysis and data profiling activities…"
Sales Development Representative - ASEAN,Cohesity,Kuala Lumpur,,,"We offer a full suite of data management services consolidated on one multicloud data platform, reducing complexity and eliminating mass data fragmentation."
Cards Control Analyst,EPS Malaysia,Kuala Lumpur,,,Sub Specialization : Administration;General Administration;Back-end Support;Data Entry;Others.
Director of Data Science,Shoppr Labs Sdn Bhd,Kuala Lumpur,,,Experience leading cross-functional agile work streams and scaling data-driven initiatives. 5+ years of of managerial/leadership experience Advanced Python…
